# LAMMPS data file written by OVITO
4000 atoms
1 atom types
-16.3873291 24.4651871 xlo xhi
-16.3873291 24.4651871 ylo yhi
-16.3873291 24.4651871 zlo zhi

Atoms # atomic

8 1 -14.2889309 -14.4351101 -12.3398132
43 1 -14.4780007 -12.4289894 -14.6597042
402 1 -12.4032326 -14.3291588 -14.385315
445 1 -12.1445503 -12.3127279 -12.4443054
4 1 -14.447546 -14.5287438 -16.5397721
403 1 -10.3354378 -16.4989643 -14.5095349
408 1 -10.2907858 -14.4487057 -12.384882
443 1 -10.0167465 -12.5206633 -14.4295216
802 1 -8.1758509 -14.4236756 -14.3435021
845 1 -8.3330917 -12.2666988 -12.1993742
843 1 -6.2478161 -12.2269096 -14.4508753
805 1 -8.3265972 -16.6035099 -12.5655308
808 1 -6.2113352 -14.133316 -12.409483
1202 1 -4.0583668 -14.4378634 -14.2285919
1208 1 -1.996336 -14.2281551 -12.2387152
1243 1 -1.9654512 -12.3963404 -14.318533
1245 1 -4.0793648 -12.4321556 -12.3955317
1205 1 -4.0856972 -16.4339199 -12.5463925
1602 1 0.1630058 -14.3094845 -14.3598957
1608 1 2.0008373 -14.2121449 -12.2872887
1643 1 2.08148 -12.2532587 -14.3607912
1645 1 -0.049263 -12.2615519 -12.3951473
48 1 -14.320715 -10.322937 -12.2753601
83 1 -14.3748446 -8.1402683 -14.4986973
442 1 -12.2467222 -10.3024292 -14.4195614
485 1 -12.3350983 -8.0064354 -12.604084
42 1 -16.414196 -10.4124441 -14.4751578
448 1 -10.2771816 -10.343771 -12.3648396
483 1 -10.3155022 -8.1606541 -14.4995671
842 1 -8.3310499 -10.3088837 -14.3953562
885 1 -8.0099487 -8.144721 -12.5066262
883 1 -6.1370239 -8.1588974 -14.4256897
848 1 -6.047884 -10.2183132 -12.5556126
888 1 -6.1357174 -6.0509892 -12.3578243
1242 1 -3.8495694 -10.2998142 -14.2843886
1248 1 -2.1337633 -10.1603031 -12.2215977
1283 1 -2.0787354 -8.1341 -14.366106
1285 1 -4.27946 -8.0740461 -12.5349732
1282 1 -4.2041693 -5.998167 -14.3824349
1288 1 -1.9683934 -6.3117504 -12.4206438
2042 1 3.978508 -10.1055603 -14.3404217
2082 1 4.2743626 -6.0609169 -14.2215538
1642 1 -0.104456 -10.1880417 -14.511467
1648 1 2.0222034 -10.4351998 -12.5630312
1683 1 2.0482273 -7.9901352 -14.1626282
1685 1 0.050457 -8.3093166 -12.1635466
1688 1 2.2053051 -6.2131739 -12.1707773
482 1 -12.380621 -5.8592272 -14.5309372
88 1 -14.4195452 -6.1101027 -12.6267319
122 1 -16.6806164 -2.0931149 -14.4335003
123 1 -14.5738697 -4.0050955 -14.3094807
128 1 -14.5216923 -1.9203912 -12.5578022
522 1 -12.3910751 -1.9871036 -14.3254948
