# LAMMPS data file written by OVITO
4000 atoms
1 atom types
-16.3873291 24.4651871 xlo xhi
-16.3873291 24.4651871 ylo yhi
-16.3873291 24.4651871 zlo zhi

Atoms # atomic

8 1 -14.2086887 -14.2708016 -12.5091057
43 1 -14.3608933 -12.3110323 -14.3818588
402 1 -12.2703352 -14.2570992 -14.390646
445 1 -12.2785874 -12.272459 -12.325119
45 1 -16.3751583 -12.4231682 -12.1004295
3 1 -14.1586571 -16.4111309 -14.2829752
48 1 -14.2894297 -10.3246937 -12.0741205
83 1 -14.3370552 -8.2934246 -14.2969999
442 1 -12.3243628 -10.2819615 -14.4202605
485 1 -12.4696875 -8.1599188 -12.2962361
85 1 -16.3966713 -8.2931795 -12.3418675
482 1 -12.3930235 -6.1322041 -14.2987652
88 1 -14.4066401 -6.0482111 -12.4182539
84 1 -14.4944115 -6.0068684 -16.6497975
42 1 -16.225956 -10.4325848 -14.1796141
123 1 -14.4934597 -4.056242 -14.3552389
128 1 -14.3620167 -2.0982227 -12.2767897
522 1 -12.3297138 -2.1597862 -14.3575392
525 1 -12.4358082 -4.1492624 -12.2481518
125 1 -16.5329972 -4.1207075 -12.2906389
121 1 -16.3475895 -4.1796579 -16.6579457
124 1 -14.3217564 -1.9480076 -16.5596676
122 1 -16.5050125 -2.0657444 -14.5634852
205 1 -16.3243256 3.9007664 -12.1580725
168 1 -14.275054 1.8011093 -12.1763334
562 1 -12.4543591 2.055172 -14.3768177
565 1 -12.03862 -0.1403236 -12.269722
163 1 -14.4759913 -0.2633305 -14.2070913
605 1 -12.3893137 3.8568078 -12.2262144
165 1 -16.3368645 -0.1699429 -12.1583176
203 1 -14.4329977 3.8252697 -14.219429
9 1 -16.393343 -16.4599591 -8.2283869
12 1 -14.4115257 -14.4970341 -8.2093086
406 1 -12.3857966 -14.3674212 -10.2970362
449 1 -12.3849831 -12.4571781 -8.2184601
47 1 -14.2409048 -12.4194546 -10.1768475
410 1 -12.375061 -14.3267651 -6.0244341
7 1 -14.4455071 -16.497757 -10.2442951
6 1 -16.2655163 -14.3424358 -10.1821995
409 1 -12.2367134 -16.5553227 -8.0540695
446 1 -12.3974924 -10.3344975 -10.0957556
52 1 -14.2360277 -10.3263683 -8.160286
87 1 -14.3516684 -8.2791262 -10.151928
450 1 -12.3482781 -10.3421784 -6.1631298
489 1 -12.4037914 -8.0509233 -8.1271544
92 1 -14.3316183 -6.0675755 -8.136591
486 1 -12.3991556 -6.1133299 -10.1331768
127 1 -14.3346253 -4.1806374 -10.2542639
526 1 -12.3722334 -1.9535228 -10.2215405
132 1 -14.3028698 -2.1186066 -8.0783768
529 1 -12.3965082 -4.1044483 -8.1592646
126 1 -16.2684689 -2.2550545 -10.1302357
131 1 -14.4472189 -3.9072944 -6.1195393
166 1 -16.352665 2.0408726 -10.131012
167 1 -14.372818 -0.1817894 -10.0874624
171 1 -14.3058481 0.0734558 -6.2807026
172 1 -14.2414608 2.0742912 -7.915947
566 1 -12.2917824 2.1324635 -10.1223097
569 1 -12.2589378 -0.0780239 -8.0669384
609 1 -12.2935801 4.0186253 -8.097373
211 1 -14.4631882 4.1547051 -6.1481361
15 1 -14.4144879 -16.6425514 -2.0395174
11 1 -14.3638382 -16.1821022 -6.2227326
51 1 -14.4955998 -12.4796877 -6.066267
16 1 -14.3965244 -14.3589325 -4.0129795
55 1 -14.4808073 -12.378418 -1.8787222
414 1 -12.2036638 -14.4122982 -2.1177902
453 1 -12.588274 -12.4499264 -3.9604436
413 1 -12.1241646 -16.4843693 -4.3132038
53 1 -16.3677578 -12.3359156 -4.0914154
91 1 -14.2589865 -8.2660122 -6.1128807
56 1 -14.2133131 -10.2482987 -4.2055988
95 1 -14.3820629 -8.2982855 -2.2919445
454 1 -12.3015881 -10.1215344 -2.0221138
493 1 -12.1440191 -8.2741423 -4.1945286
54 1 -16.4925518 -10.259819 -2.0420494
93 1 -16.4850502 -8.1950922 -3.9698802
133 1 -16.4144669 -4.1289187 -4.0740948
134 1 -16.5482044 -2.0793076 -2.1123562
490 1 -12.1888752 -6.1281595 -6.2057381
96 1 -14.3634339 -6.2786188 -4.0986481
494 1 -12.1145239 -6.0958452 -2.0800009
530 1 -12.3389473 -2.3604136 -6.0830183
135 1 -14.2015362 -4.1598044 -2.2806692
136 1 -14.3231945 -2.0009527 -4.1310844
533 1 -12.4473286 -4.3135319 -4.2196112
534 1 -12.1218777 -2.2043161 -2.1176272
130 1 -16.4255467 -2.2090139 -5.997758
613 1 -12.2207403 4.0737343 -4.3094454
570 1 -12.1240015 1.9966698 -6.0404892
174 1 -16.372469 2.0211411 -2.2765017
175 1 -14.5310641 0.0739059 -2.1578665
176 1 -14.2311373 2.0597458 -4.2320709
573 1 -12.2330361 0.1620255 -3.9843416
574 1 -12.3943386 2.0898132 -1.9495192
215 1 -14.1998081 4.259737 -2.169673
213 1 -16.3231506 4.1373425 -4.1937113
57 1 -16.4999409 -12.3213062 -0.0180931
20 1 -14.3009701 -14.7869683 -0.1499653
457 1 -12.3509693 -12.4948521 -0.0854588
59 1 -14.3457613 -12.4355879 1.9686452
418 1 -12.5408278 -14.5124026 1.9927082
18 1 -16.4096489 -14.3628216 2.0852795
24 1 -14.4021416 -14.7937746 3.9327526
61 1 -16.4918976 -12.1775179 4.0836201
421 1 -12.233078 -16.4393521 4.0553513
458 1 -12.2748699 -10.1920452 1.8505822
498 1 -12.310276 -5.9387256 2.0175056
99 1 -14.0756769 -8.310215 1.9005452
60 1 -14.4571457 -10.3030415 -0.0116787
497 1 -12.3479061 -8.0218782 -0.0352516
100 1 -14.2583618 -6.2829905 -0.0612736
98 1 -16.5804386 -6.2478571 1.7831764
101 1 -16.3396053 -8.212904 3.9945642
97 1 -16.2337055 -8.3631592 -0.1402016
501 1 -12.1694298 -8.120863 3.8530502
64 1 -14.2647181 -10.2772226 3.8957806
538 1 -12.4916744 -2.1957779 1.8705178
139 1 -14.5201359 -4.3463354 1.8943768
138 1 -16.4497128 -2.1229792 2.1069717
537 1 -12.4556952 -4.2504139 -0.1358719
140 1 -14.2057028 -2.0324497 -0.2928677
137 1 -16.3702774 -4.2046185 -0.1635685
104 1 -14.29175 -6.2271452 4.1402035
141 1 -16.4660282 -4.1994715 4.1885719
180 1 -14.4929199 2.0855255 -0.2167587
617 1 -12.434084 3.9818994 -0.0529823
577 1 -12.3697825 0.0174084 -0.1395474
179 1 -14.4495392 -0.1026173 2.1142864
578 1 -12.6635895 2.0706539 2.0086002
177 1 -16.4295693 -0.1645508 0.0272121
178 1 -16.4493981 2.044754 1.9149666
221 1 -16.1909256 3.9041158 3.9404756
63 1 -14.3553982 -12.4354115 6.1246967
422 1 -12.4161339 -14.6416359 6.0864563
461 1 -12.5018788 -12.6301766 4.0410938
28 1 -14.6610899 -14.4953509 7.9819318
465 1 -12.2886372 -12.371253 7.9988442
425 1 -12.4007282 -16.4297257 8.2694512
103 1 -14.3635893 -8.3323164 5.9345284
462 1 -12.3707581 -10.3231812 5.9722328
68 1 -14.4550009 -10.3959808 8.1454659
505 1 -12.6340981 -8.2436257 8.2826462
105 1 -16.1736317 -8.1799364 8.1433811
502 1 -12.2154293 -6.0669212 6.0525074
102 1 -16.1864185 -6.2053709 5.967291
108 1 -14.2583618 -5.9749212 8.2664299
143 1 -14.3486824 -4.0030937 6.1087227
542 1 -12.2918244 -2.1753511 6.1268616
148 1 -14.3613548 -2.1628914 8.1696892
545 1 -12.3187256 -4.2154036 8.5578728
144 1 -14.2182694 -2.0578594 3.9562016
145 1 -16.3671074 -4.3417606 8.0403519
541 1 -12.4565697 -4.1363955 3.92593
183 1 -14.1696911 -0.0380306 6.033186
184 1 -14.3953028 2.0754757 3.9949704
581 1 -12.4036617 0.0286407 4.0591908
582 1 -12.3578701 1.9976522 5.8480836
182 1 -16.3621674 1.9295502 6.1215496
188 1 -14.2988749 1.9416828 8.0699272
585 1 -12.1257172 -0.015152 8.1845608
621 1 -12.4140749 4.2688046 4.0132732
185 1 -16.4534588 -0.0267944 8.2382412
181 1 -16.3689022 -0.1190395 4.1520901
31 1 -14.208807 -16.2551918 14.3923874
32 1 -14.4110317 -14.5266199 12.1650658
67 1 -14.5809536 -12.4677592 10.0994415
426 1 -12.2902298 -14.478879 10.1451531
469 1 -12.5207043 -12.5687008 12.3716183
71 1 -14.3945513 -12.348074 14.6613598
430 1 -12.2126923 -14.2682076 14.4057045
471 1 -10.530222 -12.1774368 14.3981457
72 1 -14.4715996 -10.4222079 12.1997089
107 1 -14.4066239 -8.3167505 10.2766991
466 1 -12.4585667 -10.4787073 10.2292709
509 1 -12.4931326 -8.4636574 12.2560043
66 1 -16.580164 -10.3056145 10.0893917
470 1 -12.5618744 -10.2289753 14.1918411
70 1 -16.2689209 -10.1739883 14.2599011
112 1 -14.4582405 -6.0031509 12.2573109
510 1 -12.4830256 -6.2846241 13.863306
506 1 -12.3790932 -6.3847132 10.3617134
149 1 -16.5317421 -4.0959091 12.1144905
147 1 -14.3984404 -3.8994504 10.344801
152 1 -14.3577843 -1.9771758 12.2219753
546 1 -12.2202912 -2.0602703 10.3538284
549 1 -12.2506848 -4.116745 12.1804676
550 1 -12.3920059 -1.8064537 14.4160824
146 1 -16.4511814 -1.9519292 10.2750244
189 1 -16.4171143 0.3680439 12.2733669
229 1 -16.3858299 4.0800266 11.9222794
187 1 -14.5306883 -0.0716515 10.2850742
